Deployment,Enumerator,Status,Response Code,Drafted On,Submitted On,Approval Level,IP Address,cds_mwaterid,cds_type,cds_sanreg,cds_sanarea,cds_sanarea (other) - specify,contact - 1 - name,contact - 1 - title,contact - 1 - orng,contact - 1 - mtn,contact - 2 - name,contact - 2 - title,contact - 2 - orng,contact - 2 - mtn,survey_date,trans - bike - total,trans - bike - func,trans - bike - project,trans - car - total,trans - car - func,trans - car - project,trans - moto - total,trans - moto - func,trans - moto - project,trans - tuktuk - total,trans - tuktuk - func,trans - tuktuk - project,trans - ambul - total,trans - ambul - func,trans - ambul - project,generalstate,const_year,const_year (Don't Know),rehab - elec - year,rehab - elec - org,rehab - elec - org_other,rehab - bhole - year,rehab - bhole - org,rehab - bhole - org_other,rehab - pump - year,rehab - pump - org,rehab - pump - org_other,rehab - wtank - year,rehab - wtank - org,rehab - wtank - org_other,rehab - wsystem - year,rehab - wsystem - org,rehab - wsystem - org_other,rehab - incin - year,rehab - incin - org,rehab - incin - org_other,rehab - toilet - year,rehab - toilet - org,rehab - toilet - org_other,rehab - struct - year,rehab - struct - org,rehab - struct - org_other,rehab - roof - year,rehab - roof - org,rehab - roof - org_other,rehab - paint_ext - year,rehab - paint_ext - org,rehab - paint_ext - org_other,rehab - paint_int - year,rehab - paint_int - org,rehab - paint_int - org_other,rehab - res - year,rehab - res - org,rehab - res - org_other,room - wait - num,room - cons - num,room - mat - num,room - lab - num,room - stor - num,roof_type,roof_type (other) - specify,fence,cond - floor - state,cond - floor - needs,cond - wall - state,cond - wall - needs,cond - roof - state,cond - roof - needs,cond - door - state,cond - door - needs,cond - ceil - state,cond - ceil - needs,staffres,staffres_num,staffres_cond - floor - state,staffres_cond - floor - needs,staffres_cond - wall - state,staffres_cond - wall - needs,staffres_cond - roof - state,staffres_cond - roof - needs,staffres_cond - door - state,staffres_cond - door - needs,staffres_cond - ceil - state,staffres_cond - ceil - needs,staffres - water - pipewire,staffres - water - pipewire_func,staffres - water - taps_total,staffres - water - taps_func,staffres - elec - pipewire,staffres - elec - pipewire_func,staffres - elec - taps_total,staffres - elec - taps_func,energy_sys,energy_primsource,energy_source_backup,solar - panel - installed,solar - panel - num,solar - panel - cap,solar - batt - installed,solar - batt - num,solar - batt - cap,energy_light_total,energy_light_func,infra_pics
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703338,Health Centre Type C,Oio,Binar,,,,,955462515,,,,,2016-03-29,0,0,,0,0,,2,2,,0,0,,,,,Reasonable,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Bad,,Yes,2,Good,,Good,,Good,,Good,,Bad,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,16,16,https://api.mwater.co/v3/images/cc4cc99b1ac04344a102c6ec449ebc16; https://api.mwater.co/v3/images/6ff8f74be71b48aa97cdf9ff03db2fea; https://api.mwater.co/v3/images/9f93c13bba6847f0a2d34bd5800a9cba; https://api.mwater.co/v3/images/c73ad07f0dc3443184e64e357bff3d46; https://api.mwater.co/v3/images/1c52f60b04b549cd8457ad5a605a8b94; https://api.mwater.co/v3/images/a7359675f0d9451397093b460057ab71; https://api.mwater.co/v3/images/31b0eb8167e542eeb544df3b1eb4c90d; https://api.mwater.co/v3/images/8c79b74b9b8d47248783a8d19fdb21dd; https://api.mwater.co/v3/images/e7483ca9b271405ca1e90bc61b0a7d22; https://api.mwater.co/v3/images/703283e055b94e27bfca2678189538e8; https://api.mwater.co/v3/images/86812d4e4b774e1691ea038847cbfbb6; https://api.mwater.co/v3/images/053b4261bb294d39bb8aaef682bce616; https://api.mwater.co/v3/images/a3d2d7db14f7438e8113a5b94be2645c; https://api.mwater.co/v3/images/c56f5d5736ab4de6af13a6c997330bad
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,435981,Health Centre Type C,Bolama,Bolama,,,,966311850,955179387,,,,,2016-03-29,0,0,,0,0,,0,0,,1,1,,,,,Poor,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,,,No,Bad,,Bad,,Bad,,Bad,,Bad,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/1aef130ddd1e4fbca9f2c81b883070f3; https://api.mwater.co/v3/images/7ca74caabb7e4469ba4ad9554fddb36c
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T9SDE,2020-03-16 12:14:17,2018-08-03 19:20:07,,154.73.62.98,435929,Health Centre Type C,Bijagos,Canogo,,,,,,,,,,2018-08-03,,,,,,,,,,,,,,,,Good,,,2018-01-01,UNICEF,,,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,,,,Zinc sheeting,,No,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,2017-01-01,4,250,2017-01-01,4,220,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6THBEB,2020-03-16 12:14:17,2018-08-06 15:42:44,,154.73.62.98,4703194,Regional Hospital,Bafata,Bafata,,,,,,,,,,2018-08-06,,,,,,,,,,,,,,,,,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar,,2018-01-01,9,,,,,71,71,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLA9F,2020-03-16 12:14:17,2018-08-07 09:44:42,,154.73.62.98,435929,Health Centre Type C,Bijagos,Canogo,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,Zinc sheeting,,Partially,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,Yes,,,Yes,Yes,,,Yes,Solar,Solar,2018-01-01,4,250,2018-01-01,4,220,,,https://api.mwater.co/v3/images/ca6d9a4ebb1b4bf699720b93262b0f26; https://api.mwater.co/v3/images/7a8247e2797545cabeddd801307cd52e; https://api.mwater.co/v3/images/2be9b36f11ed4d2bac1c8bfea3c113bf
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLAWV,2020-03-16 12:14:17,2018-08-07 10:00:42,,154.73.62.98,435936,Health Centre Type C,Bolama,Ilha Galinas ,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,UNICEF,,,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,,,,Zinc sheeting,,No,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,Yes,,,Yes,Yes,,,Yes,Solar,Solar,2018-01-01,4,250,2018-01-01,4,220,,,https://api.mwater.co/v3/images/a85e22ea6ee94b46b5a459e07043f7ce; https://api.mwater.co/v3/images/130679a4d6834f76a547fc02e3f063e5; https://api.mwater.co/v3/images/bcf6acd61c884a3a99474312b06579b4
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLBUZ,2020-03-16 12:14:17,2018-08-07 10:15:04,,154.73.62.98,435943,Health Centre Type C,Bijagos,Orango Zinho,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,,,,Zinc sheeting,,No,,,,,,,,,,,Yes,1,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,Yes,,,Yes,Yes,,,Yes,Solar,Solar,2018-01-01,4,250,2018-01-01,4,220,,,https://api.mwater.co/v3/images/4340aaaa86e543cfbc70bcc9a85bc01a; https://api.mwater.co/v3/images/d8f4d73ab5944dd9af2b3aab9f549ab0; https://api.mwater.co/v3/images/295966b15afe4f9d8078439154e776dd
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLCPS,2020-03-16 12:14:17,2018-08-07 10:30:14,,154.73.62.98,435950,Health Centre Type C,Bijagos,Soga,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,Zinc sheeting,,No,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,1,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,2018-01-01,4,250,2018-01-01,4,220,,,https://api.mwater.co/v3/images/daaf23b0c3d54db281f890135aeba364; https://api.mwater.co/v3/images/95a2855b498f4e6ca1cce3adc0bd82d7
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLE2M,2020-03-16 12:14:17,2018-08-07 10:49:47,,154.73.62.98,435967,Health Centre Type C,Bijagos,Unhocomo,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,Zinc sheeting,,No,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,1,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,Yes,,,Yes,Yes,,,Yes,Solar,,2018-01-01,4,220,2018-01-01,4,250,,,https://api.mwater.co/v3/images/e6425f7a65264fd99f1c3e40451e1dea; https://api.mwater.co/v3/images/efe879ee70f5422d8e2a7efde830801a
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLGVF,2020-03-16 12:14:17,2018-08-07 11:37:00,,154.73.62.98,435974,Health Centre Type C,Bijagos,Uracane,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,Zinc sheeting,,No,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,1,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,2017-01-01,4,250,2017-01-01,4,220,,,https://api.mwater.co/v3/images/58ce597bdca84a4d9f34e4c61999d312; https://api.mwater.co/v3/images/ed9affb44e4e431faa40fbc44189a2d6; https://api.mwater.co/v3/images/2cb87eae5c7a49e1a3a032181dc5aa4e
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLHH5,2020-03-16 12:14:17,2018-08-07 11:50:12,,154.73.62.98,435998,Health Centre Type C,Bijagos,Canhabaque,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,,,,,,Zinc sheeting,,,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,1,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,2018-01-01,4,250,2018-01-01,4,220,,,https://api.mwater.co/v3/images/16ce91da4ba449a28f3be3db0c9315f9; https://api.mwater.co/v3/images/d9b4a131a0924c94aab6f22dfdc7f427; https://api.mwater.co/v3/images/c130bf864f3e4455907b2a0aa0d3d4ae
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLK2Y,2020-03-16 12:14:17,2018-08-07 12:27:28,,154.73.62.98,436009,Health Centre Type C,Bijagos,Caravela,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,,,,,,Zinc sheeting,,No,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,1,Good,None,Good,None,Good,None,Good,None,Good,None,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,2017-01-01,4,250,2017-01-01,4,220,,,https://api.mwater.co/v3/images/c0a6baa651654776849ccebe63ec7426; https://api.mwater.co/v3/images/3ba98a016ad94f95ad642e14cd3858dd
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLKGM,2020-03-16 12:14:17,2018-08-07 12:37:04,,154.73.62.98,436047,Health Centre Type C,Gabu,Buruntuma,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Reasonable,,,,,,,,,2017-01-01,UNICEF,,,,,2017-01-01,UNICEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Solar,,,,,,,,,,https://api.mwater.co/v3/images/1efbb747f5504335abd19f688eeb46fd
Data Upload from old survey,kingsley.chris,Final,Bubacar-6TLMFY,2020-03-16 12:14:17,2018-08-07 12:51:13,,154.73.62.98,4703668,Regional Hospital,Tombali,Catio,,,,,,,,,,2018-08-06,,,,,,,,,,,,,,,,,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Solar,,2018-01-01,6,,,,,90,90,https://api.mwater.co/v3/images/99544afa538941fea51df0b519cc5284; https://api.mwater.co/v3/images/53f684b98e66407a872a074726324c72; https://api.mwater.co/v3/images/cc3a05460d6b490caeea1b25176d132e; https://api.mwater.co/v3/images/2b08741a5f1d42b09178c5349a6eec8b; https://api.mwater.co/v3/images/9be31544b2a84fc896b8741dc4508fe5; https://api.mwater.co/v3/images/90d19d85c8af4166b8f53a49cf16940a; https://api.mwater.co/v3/images/a1fad74cfe334d9b87ae22eb206766f8; https://api.mwater.co/v3/images/d56300cd3bc74113bbc9e6c2806965b5
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704212,Health Centre Type C,Tombali,Komo,,,,966662893,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Good,2009,,,UNICEF,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,3,Good,,Good,,Good,,Good,,Good,,,,,,No,Yes,,,Yes,Solar,None,,6,250,,4,220,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436023,Health Centre Type C,Bijagos,Orango Grande,,,,966620632,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Good,,True,,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,1,1,1,0,1,Sandwich,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,Yes,,,Yes,Solar,None,,2,250,,4,220,5,5,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704119,Health Centre Type C,SAB,Plack II,,,,966845275,,,,,,2018-08-07,1,1,,0,0,,1,1,,0,0,,,,,Good,2000,,,,,,,,,,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Grid,Solar,,,,,,,45,10,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704054,Health Centre Type C,Oio,Mores,,,,966643243,,,,,,2018-08-07,0,0,,0,0,,1,0,,0,0,,,,,Reasonable,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,No,Good,,Good,,Reasonable,,Good,,Bad,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,13,13,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704229,Health Centre Type C,Tombali,Sanconha,,,,,,,,,,2018-08-07,0,0,,0,0,,1,1,,2,2,,,,,Good,1978,,,UNICEF,,,,,,,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,,,No,Good,,Good,,Good,,Reasonable,,Good,,Yes,4,Good,,Good,,,,,,,,No,No,,,No,No,,,Yes,Solar,None,,6,250,,4,220,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703369,Health Centre Type C,Bafata,Sare-Bacar,,,,966975020,,,,,,2018-08-07,0,0,,1,0,,1,1,,1,1,,,,,Reasonable,,True,,UNICEF,,,,,,,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,,No,Good,,Good,,Good,,Good,,Bad,,Yes,4,Good,,Reasonable,,Good,,Bad,,Good,,Yes,Yes,,,Yes,No,,,Yes,Solar,None,,6,250,,4,220,6,1,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436030,Health Centre Type C,Bijagos,Uno,,,,966029311,,,,,,2018-08-07,0,0,,0,0,,2,2,,1,1,,,,,Good,1980,,2018-01-01,UNICEF,,2017-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,1,1,1,1,1,Sandwich,,No,Good,,Good,,Good,,Good,,Good,,Yes,3,Reasonable,,Reasonable,,Reasonable,,Reasonable,,Good,,No,No,,,Yes,Yes,,,Yes,Solar,None,,2,250,,4,220,5,5,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436054,Health Centre Type C,Gabu,Canjufa,,,,,955257929,,,,,2018-08-07,0,0,,0,0,,2,1,,1,1,,,,,Good,2011,,,,,,,,,,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,16,16,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704418,Health Centre Type C,Tombali,Quebo,,,,966778544,,,,,,2018-08-07,1,0,,0,0,,0,0,,0,0,,,,,Good,1998,,,UNICEF,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,4,250,,4,220,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703802,Health Centre Type C,Cacheu,Co,,,,966415157,955995997,,,,,2018-08-07,0,0,,0,0,,2,1,,0,0,,,,,Good,,True,,UNICEF,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Reasonable,,Reasonable,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,4,220,14,14,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703565,Health Centre Type C,Bolama,Sao-Joao ,,,,966399992,,,,,,2018-08-07,0,0,,0,0,,0,0,,1,1,,,,,Good,2007,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,4,250,,4,220,8,2,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703895,Health Centre Type C,Quinara,Dar-Es-Salam,,,,966794170,,,,,,2018-08-07,0,0,,0,0,,2,1,,0,0,,,,,Poor,2007,,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,No,Good,,Bad,,Bad,,Good,,Bad,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,4,250,,4,220,5,5,https://api.mwater.co/v3/images/0cc68480eea5463f9498f25a7487a20d
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703833,Health Centre Type C,Quinara,Buba,,,,966089528,,,,,,2018-08-07,0,0,,0,0,,1,1,,0,0,,,,,Good,,True,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Reasonable,,Yes,1,Good,,Good,,Good,,Good,,Good,,,,,,No,No,,,Yes,Solar,None,,4,250,,4,220,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703929,Health Centre Type C,Quinara,Buba,,,,966135280,,,,,,2018-08-07,0,0,,0,0,,1,0,,0,0,,,,,Reasonable,,True,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Good,,Good,,Good,,Bad,,Good,,Yes,1,Bad,,Bad,,Bad,,Bad,,Bad,,No,No,,,Yes,Yes,,,Yes,Solar,None,,4,250,,4,220,5,5,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436140,Health Centre Type B,Gabu,Sonaco,,,,966637800,,,,,,2018-08-07,0,0,,0,0,,2,2,,0,0,,,,,Good,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Bad,,Good,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,1,1,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703864,Health Centre Type C,Quinara,Brandao,,,,966754872,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Poor,2009,,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Reasonable,,Reasonable,,Bad,,Reasonable,,Bad,,Yes,1,Bad,,Bad,,Bad,,Bad,,Bad,,No,No,,,Yes,No,,,Yes,Solar,None,,6,250,,4,220,4,0,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703345,Health Centre Type C,Farim,Binta,,,,966741815,,,,,,2018-08-07,0,0,,0,0,,1,1,,0,0,,,,,Good,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,25,25,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703479,Health Centre Type C,Bafata,Tantam Cosse,,,,966621527,,,,,,2018-08-07,0,0,,0,0,,0,0,,0,0,,,,,Reasonable,,True,,UNICEF,,,,,,MSF,,,,,,MSF,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,1,,,No,Reasonable,,Good,,Good,,Reasonable,,Bad,,Yes,2,Good,,Good,,Good,,Bad,,Bad,,No,No,,,No,No,,,Yes,Solar,None,,4,250,,4,220,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703242,Health Centre Type C,Bafata,Fajonquito,,,,966647096,,,,,,2018-08-07,0,0,,1,1,,1,0,,0,0,,,,,Reasonable,,True,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,,,No,Good,,Good,,Reasonable,,Reasonable,,Bad,,Yes,2,Good,,Good,,Good,,Good,,Bad,,Yes,Yes,,,Yes,No,,,Yes,Solar,None,,4,250,,4,220,4,1,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703936,Health Centre Type C,Quinara,Brandao,,,,955527230,955845342,,,,,2018-08-07,0,0,,0,0,,2,0,,0,0,,,,,Good,2012,,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,No,,,Yes,Solar,None,,6,250,,4,220,9,2,
