jmp_hyg_svclvl,jmp_hyg_avail,jmp_hyg_soap,jmp_waste_svclvl,jmp_waste_3bins,jmp_waste_sharps,jmp_waste_inf,jmp_wat_svclvl,jmp_wat_imp,jmp_wat_none,jmp_wat_dist,enum,status,rcode,hcf_mwaterid,hcf_type,reg_san,area_san,area_san_other,cont1_name,cont1_title,cont1_orng,cont1_mtn,cont2_name,cont2_title,cont2_orng,cont2_mtn,survey_date,staff_docs_all,Staffing of the health facility: Doctors - Number of male staff,Staffing of the health facility: Doctors - Number of female staff,Staffing of the health facility: Nurses - Total number of staff,Staffing of the health facility: Nurses - Number of male staff,Staffing of the health facility: Nurses - Number of female staff,Staffing of the health facility: Midwives - Total number of staff,Staffing of the health facility: Midwives - Number of male staff,Staffing of the health facility: Midwives - Number of female staff,Staffing of the health facility: Lab technicians - Total number of staff,Staffing of the health facility: Lab technicians - Number of male staff,Staffing of the health facility: Lab technicians - Number of female staff,Staffing of the health facility: Pharmacists - Total number of staff,Staffing of the health facility: Pharmacists - Number of male staff,Staffing of the health facility: Pharmacists - Number of female staff,Staffing of the health facility: Service staff - Total number of staff,Staffing of the health facility: Service staff - Number of male staff,Staffing of the health facility: Service staff - Number of female staff,Staffing of the health facility: Drivers - Total number of staff,Staffing of the health facility: Drivers - Number of male staff,Staffing of the health facility: Drivers - Number of female staff,Staffing of the health facility: Guards - Total number of staff,Staffing of the health facility: Guards - Number of male staff,Staffing of the health facility: Guards - Number of female staff,wp_mwaterid,wp_jmptype,watsys_exists,watsys_type,watsys_tank_cap,watsys_tank_type,wp_dist,water_available_today,watsys_taps,watsys_taps_total,watsys_taps_func,toilet_outpat,How many toilets are available for patients? ,How many toilets are available for patients?  (Asked),How many patient toilets are working? ,How many patient toilets are working?  (Asked),Are the patient toilets clean?,Are the patient toilets clean? (Asked),Is there a registry of cleaning at the patients toilet?,Is there a registry of cleaning at the patients toilet? (Asked),Are the patient toilets smelling?,Are the patient toilets smelling? (Asked),Are there flies in the patient toilets?,Are there flies in the patient toilets? (Asked),Are the patient toilets lit during the night?,Are the patient toilets lit during the night? (Asked),toilet_staff,How many toilets of any kind are available exclusively for staff? ,How many toilets of any kind are available exclusively for staff?  (Asked),How many staff toilets are working? ,How many staff toilets are working?  (Asked),toilet_mhm,"Is there at least one usable improved toilet designated for women and girls, which provides facilities to manage menstrual hygiene needs? (Asked)",toilet_hcap,Is there at least one usable improved toilet that meets the needs of people with reduced mobility? (Asked),Please take some photos of the latrines,handw_today_poc,handw_today_toilet,How many consultation rooms have a handwashing basin?,How many consultation rooms have a handwashing basin that works?,How many consultation rooms have a handwashing basin that works? (Asked),waste_3bins,waste_sharps,waste_infect,Is there an inicnerator at the center?,Is there an inicnerator at the center? (Other (please specify)) - specify,Please take a photo of the incinerator,Are cleaning protocols available?,Have all staff responsible for cleaning received training? ,Health facility > Unique ID,Community > Unique ID,Hygiene service level for health facility,Functional hand hygiene stations available at the selected point of care ,Handwashing facilities with soap and water available at toilets ,Health facility > Unique ID,Community > Unique ID,Healthcare waste service level for health facility,Is waste safely segregated into at least three labelled bins in the consultation area? ,Sharps waste disposal,How does this facility usually treat / dispose of infectious waste? ,Health facility > Unique ID,Sanitation facility > Unique ID,Community > Unique ID,jmp_san_svclvl,jmp_san_usable,jmp_san_mhm,jmp_san_staff,jmp_san_hcap,jmp_cln_svclvl,jmp_cln_prot,jmp_cln_staff,hcf_name,submitted_date,lat,lon
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ067,436126,Health Centre Type C,Gabu,Pirada,,,,966608100,955708100,,,,,2016-03-29,0,,,2,,,1,,,0,,,,,,1,,,,,,0,,,6356329,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,5,PEAD,,No ,"No, the tap inside does not give water",10,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,https://api.mwater.co/v3/images/820208ca64ef4ff5b7219d97aebfe56a; https://api.mwater.co/v3/images/054ee6c94df44d9b9c997cec51fd4aec,,Yes,1,0,True,,,,"Yes, in use",,https://api.mwater.co/v3/images/0b0b003ffd8b47c09c1b3d00db9f780c,No,,436126,,Limited,,Yes,436126,,,,,,436126,,,No service,No,,Yes,,,No,,Pirada,2018-08-03 14:27:42,12.66711,-14.15502
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ017,4703596,Health Centre Type C,Bafata,Cambadju,,,,966918267,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,0,No Reservoir,,"Yes, observed","Yes, water comes from at least one tap",5,4,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,https://api.mwater.co/v3/images/9cae55b75601445291358f8f3547a579; https://api.mwater.co/v3/images/5fa5577e34a844309283cccd76403777,,Yes,0,,False,,,,"Yes, in use",,https://api.mwater.co/v3/images/916d64b3b4974fed856335cdc24a0c97; https://api.mwater.co/v3/images/02657a1566834605886524d83fe79f05,No,,4703596,,Limited,,Yes,4703596,,,,,,4703596,,,No service,No,,Yes,,,No,,Cambadju,2018-08-03 14:27:42,12.673741,-14.755776
Basic,Yes,Yes,Limited,,Unsafe,Unsafe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ096,4704346,Maternal/Child Health Clinic,Cacheu,Canchungo,,,,966637080,,,,,,2016-03-29,0,,,5,,,1,,,0,,,,,,2,,,,,,0,,,,Tubewell / borehole,"Yes, but it does not work",Directly from grid,0,No Reservoir,On premises,No ,"No, the tap inside does not give water",3,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,Yes,Yes,0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,No,,,No,,4704346,,Basic,Yes,Yes,4704346,,Limited,,Unsafe,Unsafe,4704346,,,No service,No,,Yes,,,No,,CMI Canchungo,2018-08-03 14:27:42,12.06433,-16.02652
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ006,4704054,Health Centre Type C,Oio,Mores,,,,966643243,,,,,,2016-03-29,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6378277,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,5,PEAD,,No ,"No, the tap inside does not give water",6,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,,,1,0,True,,,,"Yes, but not working",,,No,,4704054,,,,,4704054,,,,,,4704054,,,No service,No,,No,,,No,,Mores,2018-08-03 14:27:42,12.23986,-15.27248
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ026,4704418,Health Centre Type C,Tombali,Quebo,,,,966778544,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,6399090,Tubewell / borehole,"Yes, and it works",Hand pump to tank from own waterpoint ,4,PEAD,,"Yes, observed","Yes, water comes from at least one tap",6,1,"No, improved toilets are present but not usable",2,True,0,True,Yes,True,,True,No,True,No,True,No,True,Yes,1,True,1,True,,True,,True,https://api.mwater.co/v3/images/228f6785e2d848529f1fe4dbdb82c7f3,,Yes,1,1,True,,,,"Yes, but not working",,https://api.mwater.co/v3/images/12810b5d8a8f4f6db0b45810d88ef729,No,,4704418,,Limited,,Yes,4704418,,,,,,4704418,,,Limited,No,,Yes,,,No,,Saltinho,2018-08-03 14:27:42,11.6174593,-14.678602
Basic,Yes,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ076,4703534,Health Centre Type C,Cacheu,Cacheu,,,,966701578,,,,,,2016-03-29,1,,,4,,,1,,,1,,,,,,2,,,,,,0,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PVC,On premises,"Yes, observed","Yes, water comes from at least one tap",20,12,"Yes, at least one usable improved toilet",2,True,1,True,Yes,True,No,True,No,True,No,True,No,True,Yes,1,True,1,True,Yes,True,Yes,True,,Yes,Yes,1,1,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4703534,,Basic,Yes,Yes,4703534,,Limited,,Safe,Safe,4703534,,,Basic,Yes,Yes,Yes,Yes,,No,,Cacheu,2018-08-03 14:27:42,12.27467,-16.16541
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ018,4703527,Health Centre Type C,Bafata,Xitole,,,,966283380,,,,,,2016-03-29,0,,,4,,,0,,,0,,,,,,1,,,,,,0,,,6397957,Protected dug well,"Yes, but it does not work",Solar pump from own waterpoint,1,Cement,,No ,"No, the tap inside does not give water",6,,"Yes, at least one usable improved toilet",1,True,1,True,,True,No,True,,True,,True,,True,No,,False,,False,,True,,True,https://api.mwater.co/v3/images/6c782917aeb5451b973af5d0256a029a,,,1,0,True,,,,"Yes, in use",,https://api.mwater.co/v3/images/04c4e8cf72b548bbbb536b408dcec8ee; https://api.mwater.co/v3/images/09c046eb08ba4e9582348ccd03c877d7,No,,4703527,,,,,4703527,,,,,,4703527,,,Limited,Yes,,No,,,No,,Xitole,2018-08-03 14:27:42,11.7357315683723,-14.8165536783677
Basic,Yes,Yes,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ092,4703620,Health Centre Type C,Gabu,Canjadude,,,,966714054,,,,,,2016-03-29,0,,,4,,,0,,,0,,,,,,1,,,,,,1,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",4,1,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,Yes,Yes,0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4703620,,Basic,Yes,Yes,4703620,,Limited,,Unsafe,Unsafe,4703620,,,No service,No,,Yes,,,No,,Canjadude,2018-08-03 14:27:42,12.07884,-14.22964
Basic,Yes,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ053,4703297,Health Centre Type C,SAB,Belem,,,,96662888,955408888,,,,,2016-03-29,1,,,8,,,3,,,3,,,,,,3,,,,,,1,,,,Piped water inside Health Center,"Yes, and it works",Grid to overhead water tank,6,,On premises,"Yes, observed","Yes, water comes from at least one tap",10,10,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,Yes,Yes,0,,False,Bins are present but don't meet all requirements,"Not treated, but collected for medical waste disposal","Not treated, but collected for medical waste disposal",No,,,No,,4703297,,Basic,Yes,Yes,4703297,,Limited,,Safe,Safe,4703297,,,No service,No,,No,,,No,,Belem,2018-08-03 14:27:42,11.8512,-15.6033
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ034,4703895,Health Centre Type C,Quinara,Dar-Es-Salam,,,,966794170,,,,,,2016-03-29,0,,,4,,,0,,,0,,,,,,1,,,,,,0,,,6405522,Protected dug well,"Yes, but it does not work",Solar pump from own waterpoint,0.5,Cement,,No ,"No, the tap inside does not give water",13,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,https://api.mwater.co/v3/images/ef149afe3a7a4eeeba2adab5383856a5,,,1,0,True,,,,"Yes, in use",,,No,,4703895,,,,,4703895,,,,,,4703895,,,No service,No,,No,,,No,,Dar-Es-Salam,2018-08-03 14:27:42,11.181111,-15.190833
Limited,No,Yes,Limited,,Safe,Safe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ086,4703589,Health Centre Type C,Cacheu,Calequisse,,,,966652821,955905559,,,,,2016-03-29,0,,,2,,,1,,,0,,,,,,2,,,,,,0,,,6373447,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,4,PEAD,On premises,No ,"No, the tap inside does not give water",5,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,"No, hand hygiene stations are available but not functional, or lacking materials",Yes,1,0,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4703589,,Limited,No,Yes,4703589,,Limited,,Safe,Safe,4703589,,,No service,No,,Yes,,,No,,Calequisse,2018-08-03 14:27:42,12.06659,-16.22415
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ040,435929,Health Centre Type C,Bijagos,Canogo,,,,966968953,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,6404662,Protected dug well,"Yes, but it does not work",Hand pump to tank from own waterpoint ,1,Cement,,No ,"No, the tap inside does not give water",4,,"No, improved toilets are present but not usable",1,True,0,True,,True,,True,,True,,True,,True,No,,False,,False,,True,,True,https://api.mwater.co/v3/images/5f21f05f16f24d48af94c37ed94fdee7; https://api.mwater.co/v3/images/b3e0ad301d0745ffadd4447219e733f2; https://api.mwater.co/v3/images/262a7f488d9c4012a3e65adb11565ea7; https://api.mwater.co/v3/images/110079d447514beeb7369d4146baee2b,,,0,,False,,,,No,,https://api.mwater.co/v3/images/48da5bb1866f480683523a5f864d6708,No,,435929,,,,,435929,,,,,,435929,,,Limited,No,,No,,,No,,Canogo,2018-08-03 14:27:42,11.1587215417791,-16.0269552469254
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ021,4703369,Health Centre Type C,Bafata,Sare-Bacar,,,,966975020,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,,Protected dug well,"Yes, but it does not work",Solar pump from own waterpoint,1,Cement,,No ,"No, the tap inside does not give water",21,,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,No,True,No,,False,,False,,True,,True,,,Yes,1,0,True,,,,"Yes, in use",,,No,,4703369,,Limited,,Yes,4703369,,,,,,4703369,,,Limited,Yes,,No,,,No,,Sare-Bacar,2018-08-03 14:27:42,12.669832,-14.427654
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ001,436133,Health Centre Type C,Gabu,Pitche,,,,966608204,955741203,,,,,2016-03-29,1,,,4,,,0,,,1,,,,,,2,,,,,,0,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,,"Yes, observed","Yes, water comes from at least one tap",15,9,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,2,True,2,True,,False,,False,,,Yes,1,1,True,,,,"Yes, but not working",,https://api.mwater.co/v3/images/119598125cd44013a54bac369bb8f6f6; https://api.mwater.co/v3/images/795bfa2e782f4e1c8a4f30daa4417cb4,No,,436133,,Limited,,Yes,436133,,,,,,436133,,,No service,No,,Yes,,,No,,Pitche,2018-08-03 14:27:42,12.3259105,-13.95815
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ093,4703651,Health Centre Type C,Tombali,Cacine,,,,955621872,,,,,,2016-03-29,0,,,0,,,0,,,0,,,,,,1,,,,,,1,,,,Tubewell / borehole,"Yes, and it works",Hand pump to tank from own waterpoint ,4,PEAD,,"Yes, observed","No, the tap inside does not give water",5,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,,,0,,False,,,,No,,,No,,4703651,,,,,4703651,,,,,,4703651,,,No service,No,,No,,,No,,Cassumba,2018-08-03 14:27:42,10.97054,-15.0934
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ055,436047,Health Centre Type C,Gabu,Buruntuma,,,,966631628,,,,,,2016-03-29,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6373038,Tubewell / borehole,"Yes, and it works",Electrical pump (Grid/generator) from own waterpoint,4,PEAD,,"Yes, observed","Yes, water comes from at least one tap",7,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,https://api.mwater.co/v3/images/515afbf378c94f5ca858cc57fdb8dddf,,Yes,0,,False,,,,"Yes, but not working",,,No,,436047,,Limited,,Yes,436047,,,,,,436047,,,No service,No,,Yes,,,No,,Buruntuma,2018-08-03 14:27:42,12.4281189,-13.6477918
No service,No,No,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ059,4703273,Health Centre Type C,Cacheu,Batucar,,,,966663341,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,25360725,Protected dug well,No,,,,On premises,"Yes, observed",No taps inside,,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4703273,,No service,No,No,4703273,,Limited,,Unsafe,Unsafe,4703273,,,No service,No,,Yes,,,No,,Batucar,2018-08-03 14:27:42,11.9915633495204,-16.0826539993286
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ095,4703682,Health Centre Type C,Bafata,Contuboel,,,,966613710,9557388911,,,,,2016-03-29,1,,,5,,,0,,,1,,,,,,3,,,,,,0,,,,Piped water inside Health Center,"Yes, and it works",Grid to overhead water tank,2,PEAD,,"Yes, observed","Yes, water comes from at least one tap",,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,,,1,1,True,,,,No,,,No,,4703682,,,,,4703682,,,,,,4703682,,,No service,No,,No,,,No,,Contuboel,2018-08-03 14:27:42,12.37422,-14.55861
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ113,4703857,Health Centre Type C,Bafata,Ga-Ture,,,,955290474,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,6381765,Protected dug well,No,,,,,No ,No taps inside,,,"Yes, at least one usable improved toilet",1,True,1,True,,True,No,True,,True,,True,,True,No,,False,,False,,True,,True,,,,0,,False,,,,"Yes, in use",,,No,,4703857,,,,,4703857,,,,,,4703857,,,Limited,Yes,,No,,,No,,Ga-Ture,2018-08-03 14:27:42,12.06909,-14.89821
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ038,436030,Health Centre Type C,Bijagos,Uno,,,,966029311,,,,,,2016-03-29,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,16401738,Protected dug well,"Yes, but it does not work",Solar pump from own waterpoint,1,Cement,,No ,"No, the tap inside does not give water",12,,"No, improved toilets are present but not usable",1,True,0,True,,True,,True,,True,,True,,True,No,,False,,False,,True,,True,https://api.mwater.co/v3/images/9190415a7b584085b5bafdbc51f9419a; https://api.mwater.co/v3/images/2e0dd75194e74ee4b37b714e5d80f55b,,,0,,False,,,,"Yes, but not working",,,No,,436030,,,,,436030,,,,,,436030,,,Limited,No,,No,,,No,,Uno,2018-08-03 14:27:42,11.24631,-16.16273
,,,,,,,No service,,True,,kingsley.chris,Final,Fredrik Asplund-6T99YZ056,435981,Health Centre Type C,Bolama,Bolama,,,,966311850,955179387,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,,,No,,,,No water source available,No ,No taps inside,,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,,,0,,False,,,,No,,,No,,435981,,,,,435981,,,,,,435981,,,No service,No,,No,,,No,,Wato,2018-08-03 14:27:42,11.53706,-15.58952
Limited,No,Yes,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ077,4703307,Health Centre Type C,Gabu,Beli,,,,955705796,,,,,,2016-03-29,0,,,3,,,0,,,0,,,,,,2,,,,,,1,,,3693124,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",4,2,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,"No, hand hygiene stations are available but not functional, or lacking materials",Yes,0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4703307,,Limited,No,Yes,4703307,,Limited,,Unsafe,Unsafe,4703307,,,No service,No,,Yes,,,No,,Beli,2018-08-03 14:27:42,11.83949,-13.93482
Basic,Yes,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ100,4703747,Health Centre Type C,Biombo,Dorse,,,,955757079,,,,,,2016-03-29,0,,,5,,,0,,,0,,,,,,1,,,,,,0,,,4162300,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,Cement,On premises,"Yes, observed","Yes, water comes from at least one tap",8,6,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,Yes,Yes,1,1,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4703747,,Basic,Yes,Yes,4703747,,Limited,,Safe,Safe,4703747,,,No service,No,,Yes,,,No,,Dorse,2018-08-03 14:27:42,11.81886,-15.89952
Basic,Yes,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ003,4704092,Health Centre Type C,Gabu,Paunca,,,,955507093,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,6355964,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,6,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",11,3,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,Yes,True,Yes,1,True,1,True,"No, female-only toilets do not have menstrual hygiene facilities",True,Yes,True,,Yes,Yes,0,,False,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4704092,,Basic,Yes,Yes,4704092,,Limited,,Safe,Safe,4704092,,,Limited,Yes,No,Yes,Yes,,No,,Paunca,2018-08-03 14:27:42,12.56651,-14.27833
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ015,4703242,Health Centre Type C,Bafata,Fajonquito,,,,966647096,,,,,,2016-03-29,0,,,2,,,1,,,0,,,,,,2,,,,,,0,,,,Protected dug well,"Yes, but it does not work",Solar pump from own waterpoint,2,PEAD,,No ,"No, the tap inside does not give water",11,,"No, improved toilets are present but not usable",1,True,0,True,Yes,True,,True,,True,,True,,True,No,,False,,False,,True,,True,https://api.mwater.co/v3/images/2b3d606c599d43b4bd384e05642ce5c2,,,0,,False,,,,"Yes, in use",,,No,,4703242,,,,,4703242,,,,,,4703242,,,Limited,No,,No,,,No,,Fajonquito,2018-08-03 14:27:42,12.526247,-14.749845
,,No,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ060,436119,Health Centre Type C,Gabu,Mansadjam,,,,955414654,,,,,,2016-03-29,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6368548,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,,"Yes, observed","Yes, water comes from at least one tap",,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,,"No, no handwashing facilities are available",0,,False,,,,"Yes, but not working",,,No,,436119,,,,No,436119,,,,,,436119,,,No service,No,,Yes,,,No,,Mansadjam,2018-08-03 14:27:42,12.43638,-14.3236
,,No,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ023,4704274,Health Centre Type C,Tombali,Timbo,,,,966754238,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,2,,,6401748,Tubewell / borehole,"Yes, and it works",Electrical pump (Grid/generator) from own waterpoint,4,PEAD,,"Yes, observed","Yes, water comes from at least one tap",8,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,https://api.mwater.co/v3/images/861e01c7736147518fc01bfef1e39086,,"No, no handwashing facilities are available",0,,False,,,,"Yes, in use",,https://api.mwater.co/v3/images/14a15bfab00e45b0a2cf001a453da664,No,,4704274,,,,No,4704274,,,,,,4704274,,,No service,No,,Yes,,,No,,Bocane,2018-08-03 14:27:42,11.3331084,-15.362856
No service,No,No,Limited,,Unsafe,Unsafe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ075,4703730,Health Centre Type C,Cacheu,Bigene,,,,,9555642014,,,,,2016-03-29,0,,,2,,,1,,,1,,,,,,1,,,,,,0,,,6361888,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,4,Metal,On premises,No ,"No, the tap inside does not give water",20,,"Yes, at least one usable improved toilet",1,True,1,True,,True,No,True,,True,,True,,True,No,,False,,False,"No, there are no female-only toilets",True,No,True,,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",1,0,True,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4703730,,No service,No,No,4703730,,Limited,,Unsafe,Unsafe,4703730,,,Limited,Yes,No,No,No,,No,,Bigene,2018-08-03 14:27:42,12.44057,-15.53539
,,No,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ035,4703864,Health Centre Type C,Quinara,Brandao,,,,966754872,,,,,,2016-03-29,0,,,2,,,1,,,0,,,,,,1,,,,,,0,,,6396255,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,,,,No ,"No, the tap inside does not give water",4,,"No, improved toilets are present but not usable",1,True,0,True,Yes,True,,True,Yes,True,No,True,No,True,No,,False,,False,,True,,True,https://api.mwater.co/v3/images/7b404ab0da3e45c0bd88ad8387b1f928,,"No, no handwashing facilities are available",2,2,True,,,,No,,https://api.mwater.co/v3/images/429e6670ac284601974bf3ec38a795d0,No,,4703864,,,,No,4703864,,,,,,4703864,,,Limited,No,,No,,,No,,Brandao,2018-08-03 14:27:42,11.72591,-15.3132
